DATE,SEASON,VISITOR_TEAM,VISITOR_SCORE,HOME_TEAM,HOME_SCORE,OTS,PLAYOFF
1986-10-31,1987,Washington Bullets,102,Boston Celtics,120,0,N
1986-10-31,1987,Utah Jazz,77,Dallas Mavericks,103,0,N
1986-10-31,1987,San Antonio Spurs,104,Denver Nuggets,134,0,N
1986-10-31,1987,Milwaukee Bucks,120,Detroit Pistons,104,0,N
1986-10-31,1987,Indiana Pacers,104,Philadelphia 76ers,108,0,N
1986-10-31,1987,Golden State Warriors,123,Phoenix Suns,127,0,N
1986-10-31,1987,Seattle SuperSonics,127,Portland Trail Blazers,110,0,N
1986-10-31,1987,Los Angeles Clippers,106,Sacramento Kings,107,0,N
1986-10-31,1987,New York Knicks,97,New Jersey Nets,108,0,N
1986-11-01,1987,New Jersey Nets,111,Atlanta Hawks,131,0,N
1986-11-01,1987,Washington Bullets,106,Cleveland Cavaliers,113,0,N
1986-11-01,1987,Denver Nuggets,109,Golden State Warriors,131,0,N
1986-11-01,1987,Los Angeles Lakers,102,Houston Rockets,112,0,N
1986-11-01,1987,Detroit Pistons,89,Indiana Pacers,92,0,N
1986-11-01,1987,Phoenix Suns,111,Los Angeles Clippers,117,0,N
1986-11-01,1987,Boston Celtics,105,Milwaukee Bucks,111,0,N
1986-11-01,1987,Chicago Bulls,108,New York Knicks,103,0,N
1986-11-01,1987,Dallas Mavericks,105,San Antonio Spurs,108,0,N
1986-11-01,1987,Sacramento Kings,103,Seattle SuperSonics,114,0,N
1986-11-01,1987,Portland Trail Blazers,110,Utah Jazz,119,0,N
1986-11-02,1987,Chicago Bulls,94,Cleveland Cavaliers,89,0,N
1986-11-02,1987,Atlanta Hawks,122,Philadelphia 76ers,113,0,N
1986-11-03,1987,New York Knicks,95,Golden State Warriors,104,0,N
1986-11-04,1987,Milwaukee Bucks,98,Atlanta Hawks,107,0,N
1986-11-04,1987,San Antonio Spurs,104,Chicago Bulls,111,0,N
1986-11-04,1987,Los Angeles Clippers,86,Dallas Mavericks,118,0,N
1986-11-04,1987,New York Knicks,103,Denver Nuggets,118,0,N
1986-11-04,1987,Philadelphia 76ers,121,Indiana Pacers,125,2,N
1986-11-04,1987,Portland Trail Blazers,120,Phoenix Suns,126,0,N
1986-11-04,1987,Houston Rockets,100,Sacramento Kings,84,0,N
1986-11-04,1987,Los Angeles Lakers,110,Seattle SuperSonics,96,0,N
1986-11-04,1987,New Jersey Nets,101,Washington Bullets,102,0,N
1986-11-05,1987,Indiana Pacers,102,Boston Celtics,133,0,N
1986-11-05,1987,Washington Bullets,85,Detroit Pistons,109,0,N
1986-11-05,1987,Portland Trail Blazers,92,Golden State Warriors,102,0,N
1986-11-05,1987,Milwaukee Bucks,101,Philadelphia 76ers,107,0,N
1986-11-05,1987,Cleveland Cavaliers,95,Utah Jazz,111,0,N
1986-11-05,1987,San Antonio Spurs,112,New Jersey Nets,103,0,N
1986-11-06,1987,Utah Jazz,121,Denver Nuggets,135,0,N
1986-11-06,1987,Los Angeles Clippers,104,Houston Rockets,97,0,N
1986-11-06,1987,New York Knicks,106,Sacramento Kings,95,0,N
1986-11-06,1987,Dallas Mavericks,147,Seattle SuperSonics,124,0,N
1986-11-07,1987,Phoenix Suns,86,Atlanta Hawks,106,0,N
1986-11-07,1987,Chicago Bulls,109,Detroit Pistons,115,0,N
1986-11-07,1987,Cleveland Cavaliers,115,Golden State Warriors,114,0,N
1986-11-07,1987,Denver Nuggets,116,Los Angeles Lakers,138,0,N
1986-11-07,1987,San Antonio Spurs,97,Philadelphia 76ers,114,0,N
1986-11-07,1987,Dallas Mavericks,113,Portland Trail Blazers,120,1,N
1986-11-07,1987,Boston Celtics,88,Washington Bullets,86,0,N
1986-11-07,1987,Milwaukee Bucks,115,New Jersey Nets,94,0,N
1986-11-08,1987,Washington Bullets,91,Atlanta Hawks,110,0,N
1986-11-08,1987,Phoenix Suns,96,Chicago Bulls,101,0,N
