DATE,SEASON,VISITOR_TEAM,VISITOR_SCORE,HOME_TEAM,HOME_SCORE,OTS,PLAYOFF
1981-10-30,1982,Golden State Warriors,121,Denver Nuggets,134,0,N
1981-10-30,1982,Dallas Mavericks,89,Utah Jazz,105,0,N
1981-10-30,1982,Phoenix Suns,95,Portland Trail Blazers,103,0,N
1981-10-30,1982,Cleveland Cavaliers,104,Philadelphia 76ers,128,0,N
1981-10-30,1982,New York Knicks,103,New Jersey Nets,99,0,N
1981-10-30,1982,Houston Rockets,113,Los Angeles Lakers,112,2,N
1981-10-30,1982,San Antonio Spurs,113,Kansas City Kings,102,0,N
1981-10-30,1982,Chicago Bulls,94,Indiana Pacers,96,0,N
1981-10-30,1982,Milwaukee Bucks,113,Detroit Pistons,118,0,N
1981-10-30,1982,Washington Bullets,100,Boston Celtics,124,0,N
1981-10-31,1982,Philadelphia 76ers,108,Atlanta Hawks,106,0,N
1981-10-31,1982,Detroit Pistons,119,Chicago Bulls,106,0,N
1981-10-31,1982,Kansas City Kings,89,Dallas Mavericks,95,0,N
1981-10-31,1982,Utah Jazz,91,Golden State Warriors,106,0,N
1981-10-31,1982,Boston Celtics,103,Milwaukee Bucks,119,0,N
1981-10-31,1982,Indiana Pacers,106,New York Knicks,99,0,N
1981-10-31,1982,Denver Nuggets,120,San Antonio Spurs,145,0,N
1981-10-31,1982,Houston Rockets,110,San Diego Clippers,125,0,N
1981-10-31,1982,Phoenix Suns,84,Seattle SuperSonics,94,0,N
1981-11-01,1982,Seattle SuperSonics,94,Portland Trail Blazers,104,0,N
1981-11-03,1982,Atlanta Hawks,96,Chicago Bulls,104,0,N
1981-11-03,1982,Cleveland Cavaliers,125,Dallas Mavericks,110,0,N
1981-11-03,1982,New York Knicks,98,Houston Rockets,101,0,N
1981-11-03,1982,San Antonio Spurs,88,Phoenix Suns,111,0,N
1981-11-03,1982,Los Angeles Lakers,100,Portland Trail Blazers,102,0,N
1981-11-03,1982,Philadelphia 76ers,112,Washington Bullets,99,0,N
1981-11-04,1982,Chicago Bulls,93,Boston Celtics,115,0,N
1981-11-04,1982,Houston Rockets,100,Denver Nuggets,112,0,N
1981-11-04,1982,Portland Trail Blazers,109,Golden State Warriors,108,0,N
1981-11-04,1982,San Diego Clippers,128,Kansas City Kings,129,0,N
1981-11-04,1982,Atlanta Hawks,95,New Jersey Nets,86,0,N
1981-11-04,1982,Indiana Pacers,99,Philadelphia 76ers,107,0,N
1981-11-04,1982,Cleveland Cavaliers,102,San Antonio Spurs,128,0,N
1981-11-04,1982,Los Angeles Lakers,106,Seattle SuperSonics,103,0,N
1981-11-05,1982,New Jersey Nets,103,Detroit Pistons,109,0,N
1981-11-05,1982,Washington Bullets,90,Milwaukee Bucks,98,0,N
1981-11-05,1982,Dallas Mavericks,93,Phoenix Suns,121,0,N
1981-11-05,1982,Golden State Warriors,101,Utah Jazz,110,0,N
1981-11-06,1982,Indiana Pacers,94,Boston Celtics,111,0,N
1981-11-06,1982,San Diego Clippers,93,Chicago Bulls,114,0,N
1981-11-06,1982,New York Knicks,104,Dallas Mavericks,95,0,N
1981-11-06,1982,Houston Rockets,86,Kansas City Kings,90,0,N
1981-11-06,1982,Phoenix Suns,101,Los Angeles Lakers,99,0,N
1981-11-06,1982,Atlanta Hawks,106,Philadelphia 76ers,99,0,N
1981-11-06,1982,Utah Jazz,109,Portland Trail Blazers,119,0,N
1981-11-06,1982,Denver Nuggets,109,Seattle SuperSonics,105,0,N
1981-11-06,1982,Detroit Pistons,82,Washington Bullets,86,0,N
1981-11-07,1982,New Jersey Nets,105,Chicago Bulls,118,0,N
1981-11-07,1982,Boston Celtics,129,Detroit Pistons,88,0,N
1981-11-07,1982,Denver Nuggets,107,Golden State Warriors,152,0,N
1981-11-07,1982,Cleveland Cavaliers,96,Houston Rockets,92,0,N
1981-11-07,1982,San Diego Clippers,102,Milwaukee Bucks,105,0,N
1981-11-07,1982,New York Knicks,96,San Antonio Spurs,103,0,N
1981-11-07,1982,Phoenix Suns,87,Utah Jazz,95,0,N
1981-11-08,1982,Dallas Mavericks,111,Los Angeles Lakers,121,0,N
1981-11-08,1982,Indiana Pacers,86,New Jersey Nets,89,0,N
1981-11-08,1982,Denver Nuggets,116,Portland Trail Blazers,120,0,N
1981-11-09,1982,Chicago Bulls,101,Cleveland Cavaliers,102,0,N
1981-11-10,1982,Milwaukee Bucks,83,Atlanta Hawks,94,0,N
1981-11-10,1982,Kansas City Kings,107,Chicago Bulls,119,0,N
1981-11-10,1982,Phoenix Suns,109,Denver Nuggets,106,0,N
1981-11-10,1982,Philadelphia 76ers,95,Detroit Pistons,93,0,N
1981-11-10,1982,Seattle SuperSonics,123,Golden State Warriors,113,0,N
1981-11-10,1982,Cleveland Cavaliers,102,Indiana Pacers,109,0,N
1981-11-10,1982,New Jersey Nets,99,New York Knicks,111,0,N
1981-11-10,1982,Dallas Mavericks,95,Portland Trail Blazers,117,0,N
1981-11-10,1982,Los Angeles Lakers,102,San Antonio Spurs,128,0,N
1981-11-10,1982,Utah Jazz,106,San Diego Clippers,97,0,N
1981-11-10,1982,Boston Celtics,90,Washington Bullets,84,0,N
1981-11-11,1982,Kansas City Kings,100,Boston Celtics,115,0,N
1981-11-11,1982,Los Angeles Lakers,95,Houston Rockets,93,0,N
1981-11-11,1982,Milwaukee Bucks,100,New Jersey Nets,88,0,N
1981-11-11,1982,Chicago Bulls,90,Philadelphia 76ers,117,0,N
1981-11-11,1982,Dallas Mavericks,79,Seattle SuperSonics,107,0,N
1981-11-12,1982,Washington Bullets,95,Atlanta Hawks,87,0,N
1981-11-12,1982,Cleveland Cavaliers,99,Detroit Pistons,130,0,N
1981-11-12,1982,Indiana Pacers,93,Phoenix Suns,95,0,N
1981-11-12,1982,Portland Trail Blazers,115,San Diego Clippers,122,0,N
1981-11-13,1982,New Jersey Nets,97,Boston Celtics,111,0,N
1981-11-13,1982,Golden State Warriors,102,Houston Rockets,100,0,N
1981-11-13,1982,Portland Trail Blazers,115,Los Angeles Lakers,119,0,N
1981-11-13,1982,New York Knicks,85,Milwaukee Bucks,95,0,N
1981-11-13,1982,Kansas City Kings,85,Philadelphia 76ers,105,0,N
1981-11-13,1982,San Antonio Spurs,119,Seattle SuperSonics,112,0,N
1981-11-13,1982,Denver Nuggets,124,Utah Jazz,131,0,N
1981-11-14,1982,Detroit Pistons,117,Atlanta Hawks,104,0,N
1981-11-14,1982,Boston Celtics,92,Cleveland Cavaliers,91,0,N
1981-11-14,1982,Golden State Warriors,118,Dallas Mavericks,112,0,N
1981-11-14,1982,Utah Jazz,105,Houston Rockets,109,1,N
1981-11-14,1982,Kansas City Kings,92,New Jersey Nets,103,0,N
1981-11-14,1982,Philadelphia 76ers,109,New York Knicks,102,0,N
1981-11-14,1982,Los Angeles Lakers,98,Phoenix Suns,97,0,N
1981-11-14,1982,Indiana Pacers,123,San Diego Clippers,114,0,N
1981-11-14,1982,Chicago Bulls,99,Washington Bullets,104,0,N
1981-11-15,1982,Indiana Pacers,123,Los Angeles Lakers,124,2,N
1981-11-15,1982,Cleveland Cavaliers,96,Milwaukee Bucks,98,0,N
1981-11-15,1982,San Antonio Spurs,110,Portland Trail Blazers,105,0,N
1981-11-17,1982,Boston Celtics,98,Chicago Bulls,95,0,N
1981-11-17,1982,San Antonio Spurs,112,Dallas Mavericks,105,0,N
1981-11-17,1982,Houston Rockets,102,Indiana Pacers,82,0,N
1981-11-17,1982,Kansas City Kings,124,New York Knicks,110,0,N
1981-11-17,1982,Milwaukee Bucks,99,Washington Bullets,95,0,N
1981-11-18,1982,Phoenix Suns,97,Atlanta Hawks,102,0,N
1981-11-18,1982,Houston Rockets,106,Boston Celtics,104,0,N
1981-11-18,1982,Detroit Pistons,103,Cleveland Cavaliers,110,0,N
1981-11-18,1982,San Diego Clippers,128,Denver Nuggets,133,0,N
1981-11-18,1982,New Jersey Nets,107,Golden State Warriors,121,0,N
1981-11-18,1982,Milwaukee Bucks,100,Philadelphia 76ers,102,0,N
1981-11-18,1982,Seattle SuperSonics,93,San Antonio Spurs,111,0,N
1981-11-18,1982,Los Angeles Lakers,113,Utah Jazz,110,0,N
1981-11-19,1982,Washington Bullets,97,Detroit Pistons,122,0,N
1981-11-19,1982,Kansas City Kings,99,Indiana Pacers,102,0,N
1981-11-19,1982,Atlanta Hawks,89,New York Knicks,84,0,N
1981-11-19,1982,Golden State Warriors,105,San Diego Clippers,100,0,N
1981-11-20,1982,Milwaukee Bucks,89,Boston Celtics,112,0,N
1981-11-20,1982,Utah Jazz,105,Chicago Bulls,103,0,N
1981-11-20,1982,Philadelphia 76ers,99,Cleveland Cavaliers,94,0,N
1981-11-20,1982,Seattle SuperSonics,90,Dallas Mavericks,89,0,N
1981-11-20,1982,San Antonio Spurs,116,Los Angeles Lakers,136,0,N
1981-11-20,1982,New Jersey Nets,86,Portland Trail Blazers,106,0,N
1981-11-20,1982,Houston Rockets,95,Washington Bullets,94,0,N
