DATE,SEASON,VISITOR_TEAM,VISITOR_SCORE,HOME_TEAM,HOME_SCORE,OTS,PLAYOFF
2017-10-17,2018,Boston Celtics,99,Cleveland Cavaliers,102,0,N
2017-10-17,2018,Houston Rockets,122,Golden State Warriors,121,0,N
2017-10-18,2018,Charlotte Hornets,90,Detroit Pistons,102,0,N
2017-10-18,2018,Brooklyn Nets,131,Indiana Pacers,140,0,N
2017-10-18,2018,Miami Heat,109,Orlando Magic,116,0,N
2017-10-18,2018,Philadelphia 76ers,115,Washington Wizards,120,0,N
2017-10-18,2018,Milwaukee Bucks,108,Boston Celtics,100,0,N
2017-10-18,2018,New Orleans Pelicans,91,Memphis Grizzlies,103,0,N
2017-10-18,2018,Atlanta Hawks,117,Dallas Mavericks,111,0,N
2017-10-18,2018,Denver Nuggets,96,Utah Jazz,106,0,N
2017-10-18,2018,Minnesota Timberwolves,99,San Antonio Spurs,107,0,N
2017-10-18,2018,Portland Trail Blazers,124,Phoenix Suns,76,0,N
2017-10-18,2018,Houston Rockets,105,Sacramento Kings,100,0,N
2017-10-19,2018,Chicago Bulls,100,Toronto Raptors,117,0,N
2017-10-19,2018,New York Knicks,84,Oklahoma City Thunder,105,0,N
2017-10-19,2018,Los Angeles Clippers,108,Los Angeles Lakers,92,0,N
2017-10-20,2018,Atlanta Hawks,91,Charlotte Hornets,109,0,N
2017-10-20,2018,Portland Trail Blazers,114,Indiana Pacers,96,0,N
2017-10-20,2018,Cleveland Cavaliers,116,Milwaukee Bucks,97,0,N
2017-10-20,2018,Boston Celtics,102,Philadelphia 76ers,92,0,N
2017-10-20,2018,Detroit Pistons,111,Washington Wizards,115,0,N
2017-10-20,2018,Orlando Magic,121,Brooklyn Nets,126,0,N
2017-10-20,2018,Utah Jazz,97,Minnesota Timberwolves,100,0,N
2017-10-20,2018,Sacramento Kings,93,Dallas Mavericks,88,0,N
2017-10-20,2018,Golden State Warriors,128,New Orleans Pelicans,120,0,N
2017-10-20,2018,Los Angeles Lakers,132,Phoenix Suns,130,0,N
2017-10-21,2018,Philadelphia 76ers,94,Toronto Raptors,128,0,N
2017-10-21,2018,San Antonio Spurs,87,Chicago Bulls,77,0,N
2017-10-21,2018,Orlando Magic,114,Cleveland Cavaliers,93,0,N
2017-10-21,2018,Dallas Mavericks,91,Houston Rockets,107,0,N
2017-10-21,2018,Golden State Warriors,101,Memphis Grizzlies,111,0,N
2017-10-21,2018,Indiana Pacers,108,Miami Heat,112,0,N
2017-10-21,2018,Detroit Pistons,111,New York Knicks,107,0,N
2017-10-21,2018,Portland Trail Blazers,110,Milwaukee Bucks,113,0,N
2017-10-21,2018,Sacramento Kings,79,Denver Nuggets,96,0,N
2017-10-21,2018,Oklahoma City Thunder,87,Utah Jazz,96,0,N
2017-10-21,2018,Phoenix Suns,88,Los Angeles Clippers,130,0,N
2017-10-22,2018,Atlanta Hawks,104,Brooklyn Nets,116,0,N
2017-10-22,2018,Minnesota Timberwolves,115,Oklahoma City Thunder,113,0,N
2017-10-22,2018,New Orleans Pelicans,119,Los Angeles Lakers,112,0,N
2017-10-23,2018,Philadelphia 76ers,97,Detroit Pistons,86,0,N
2017-10-23,2018,Atlanta Hawks,93,Miami Heat,104,0,N
2017-10-23,2018,Memphis Grizzlies,98,Houston Rockets,90,0,N
2017-10-23,2018,Charlotte Hornets,94,Milwaukee Bucks,103,0,N
2017-10-23,2018,Golden State Warriors,133,Dallas Mavericks,103,0,N
2017-10-23,2018,Toronto Raptors,97,San Antonio Spurs,101,0,N
2017-10-23,2018,Washington Wizards,109,Denver Nuggets,104,0,N
2017-10-23,2018,Sacramento Kings,115,Phoenix Suns,117,0,N
2017-10-24,2018,Chicago Bulls,112,Cleveland Cavaliers,119,0,N
2017-10-24,2018,Brooklyn Nets,121,Orlando Magic,125,0,N
2017-10-24,2018,New York Knicks,89,Boston Celtics,110,0,N
2017-10-24,2018,Indiana Pacers,130,Minnesota Timberwolves,107,0,N
2017-10-24,2018,New Orleans Pelicans,93,Portland Trail Blazers,103,0,N
2017-10-24,2018,Utah Jazz,84,Los Angeles Clippers,102,0,N
2017-10-25,2018,Denver Nuggets,93,Charlotte Hornets,110,0,N
2017-10-25,2018,Minnesota Timberwolves,101,Detroit Pistons,122,0,N
2017-10-25,2018,Houston Rockets,105,Philadelphia 76ers,104,0,N
2017-10-25,2018,Cleveland Cavaliers,107,Brooklyn Nets,112,0,N
2017-10-25,2018,San Antonio Spurs,117,Miami Heat,100,0,N
2017-10-25,2018,Indiana Pacers,96,Oklahoma City Thunder,114,0,N
2017-10-25,2018,Memphis Grizzlies,94,Dallas Mavericks,103,0,N
2017-10-25,2018,Utah Jazz,88,Phoenix Suns,97,0,N
2017-10-25,2018,Toronto Raptors,112,Golden State Warriors,117,0,N
2017-10-25,2018,Washington Wizards,99,Los Angeles Lakers,102,1,N
2017-10-26,2018,Atlanta Hawks,86,Chicago Bulls,91,0,N
2017-10-26,2018,Dallas Mavericks,91,Memphis Grizzlies,96,0,N
2017-10-26,2018,Boston Celtics,96,Milwaukee Bucks,89,0,N
2017-10-26,2018,Los Angeles Clippers,104,Portland Trail Blazers,103,0,N
2017-10-26,2018,New Orleans Pelicans,114,Sacramento Kings,106,0,N
2017-10-27,2018,Houston Rockets,109,Charlotte Hornets,93,0,N
2017-10-27,2018,San Antonio Spurs,87,Orlando Magic,114,0,N
2017-10-27,2018,Denver Nuggets,105,Atlanta Hawks,100,0,N
2017-10-27,2018,Brooklyn Nets,86,New York Knicks,107,0,N
2017-10-27,2018,Oklahoma City Thunder,116,Minnesota Timberwolves,119,0,N
2017-10-27,2018,Washington Wizards,117,Golden State Warriors,120,0,N
2017-10-27,2018,Toronto Raptors,101,Los Angeles Lakers,92,0,N
2017-10-28,2018,Cleveland Cavaliers,101,New Orleans Pelicans,123,0,N
2017-10-28,2018,Oklahoma City Thunder,101,Chicago Bulls,69,0,N
2017-10-28,2018,Houston Rockets,89,Memphis Grizzlies,103,0,N
2017-10-28,2018,Boston Celtics,96,Miami Heat,90,0,N
2017-10-28,2018,Philadelphia 76ers,112,Dallas Mavericks,110,0,N
2017-10-28,2018,Los Angeles Lakers,81,Utah Jazz,96,0,N
2017-10-28,2018,Phoenix Suns,107,Portland Trail Blazers,114,0,N
2017-10-28,2018,Detroit Pistons,95,Los Angeles Clippers,87,0,N
2017-10-29,2018,Milwaukee Bucks,117,Atlanta Hawks,106,0,N
2017-10-29,2018,San Antonio Spurs,94,Indiana Pacers,97,0,N
2017-10-29,2018,Denver Nuggets,124,Brooklyn Nets,111,0,N
2017-10-29,2018,Orlando Magic,113,Charlotte Hornets,120,0,N
2017-10-29,2018,Washington Wizards,110,Sacramento Kings,83,0,N
2017-10-29,2018,New York Knicks,114,Cleveland Cavaliers,95,0,N
2017-10-29,2018,Detroit Pistons,115,Golden State Warriors,107,0,N
2017-10-30,2018,San Antonio Spurs,94,Boston Celtics,108,0,N
2017-10-30,2018,Minnesota Timberwolves,125,Miami Heat,122,1,N
2017-10-30,2018,Denver Nuggets,110,New York Knicks,116,0,N
2017-10-30,2018,Philadelphia 76ers,115,Houston Rockets,107,0,N
2017-10-30,2018,Charlotte Hornets,104,Memphis Grizzlies,99,0,N
2017-10-30,2018,Orlando Magic,115,New Orleans Pelicans,99,0,N
2017-10-30,2018,Dallas Mavericks,89,Utah Jazz,104,0,N
2017-10-30,2018,Toronto Raptors,99,Portland Trail Blazers,85,0,N
2017-10-30,2018,Golden State Warriors,141,Los Angeles Clippers,113,0,N
2017-10-31,2018,Sacramento Kings,83,Indiana Pacers,101,0,N
